,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
163,FF,2024-10-03,93.4,-0.93,5.9,"Myers, Tobias",624413,668964,field_out,hit_into_play,,,,,6,Pete Alonso flies out to center fielder Blake Perkins.,F,R,R,MIL,NYM,X,8,fly_ball,1,0,2024,-0.39,1.62,0.82,2.42,,596019,,2,1,Top,125.24,57.48,,,,,5.410601950120399,-135.84311537136708,-6.831981954310731,-5.972342734546614,29.498433788537724,-10.837401800869332,3.43,1.61,352,99.7,40,94.1,2245,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.78,0.131,0.242,0.0,1,0,0,3,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,194,0.032,-0.349,,,0.465,0.349,99.7,0,0,0.515,0.485,25,29,26,30,1,0,5,1,,2,1.0,0.39,0.39,64.8
167,SL,2024-10-03,85.6,-1.08,5.85,"Myers, Tobias",624413,668964,,ball,,,,,14,Pete Alonso flies out to center fielder Blake Perkins.,F,R,R,MIL,NYM,B,,,0,0,2024,0.68,0.19,0.87,0.91,,596019,,2,1,Top,,,,,,,3.247700849991841,-124.61299259331876,-5.815178268490502,6.413122447689996,24.543808270136328,-29.25964092108268,3.42,1.48,,,,86.3,2092,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.81,,,,,,,,4,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,161,0.0,0.016,,,,-0.016,,0,0,0.515,0.485,25,29,26,30,1,0,5,1,,2,2.91,-0.68,-0.68,61.9
171,FF,2024-10-03,95.3,-0.98,5.94,"Myers, Tobias",607043,668964,strikeout,swinging_strike,,,,,2,Brandon Nimmo strikes out swinging.,F,L,R,MIL,NYM,S,2,,3,2,2024,-0.32,1.75,0.14,3.25,,596019,,1,1,Top,,,,,,,3.690574312126095,-138.6452220271101,-5.3987874497265365,-4.887591171672808,30.89745313105943,-8.533348168703224,3.47,1.73,,,,96.1,2400,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.76,,0.0,0.0,1,0,0,,3,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,197,0.034,-0.356,78.5,6.6,,0.356,,0,0,0.481,0.519,25,31,26,31,1,0,5,1,,2,0.76,0.32,-0.32,62.9
177,FF,2024-10-03,94.4,-1.1,5.9,"Myers, Tobias",607043,668964,,foul_tip,,,,,5,Brandon Nimmo strikes out swinging.,F,L,R,MIL,NYM,S,,,3,1,2024,-0.55,1.67,-0.12,2.83,,596019,,1,1,Top,,,,,,,3.825212541876712,-137.3963782813869,-6.045070617824937,-7.86713426009008,29.69682933433775,-9.91425410096236,3.47,1.73,,,,95.0,2420,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.91,,,,,,,,3,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,199,0.0,-0.105,76.0,6.6,,0.105,,0,0,0.481,0.519,25,31,26,31,1,0,5,1,,2,0.89,0.55,-0.55,60.3
182,FF,2024-10-03,94.9,-1.03,5.91,"Myers, Tobias",607043,668964,,called_strike,,,,,14,Brandon Nimmo strikes out swinging.,F,L,R,MIL,NYM,S,,,3,0,2024,-0.4,1.53,0.22,1.53,,596019,,1,1,Top,,,,,,,4.207623971384653,-137.93214564518135,-9.267021275244636,-6.091520537793445,30.249535609950453,-10.816580543682852,3.75,1.75,,,,95.4,2251,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.87,,,,,,,,3,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,194,0.0,-0.063,,,,0.063,,0,0,0.481,0.519,25,31,26,31,1,0,5,1,,2,1.01,0.4,-0.4,64.1
185,FF,2024-10-03,93.8,-1.03,5.88,"Myers, Tobias",607043,668964,,ball,,,,,13,Brandon Nimmo strikes out swinging.,F,L,R,MIL,NYM,B,,,2,0,2024,-0.52,1.68,-0.37,1.5,,596019,,1,1,Top,,,,,,,2.8950873069725653,-136.34810459377587,-9.398315127332738,-7.133635213068968,28.934006262948227,-9.333209150245596,3.65,1.84,,,,94.5,2348,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.82,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,201,0.0,0.102,,,,-0.102,,0,0,0.481,0.519,25,31,26,31,1,0,5,1,,2,0.91,0.52,-0.52,61.0
190,FC,2024-10-03,89.6,-1.13,5.84,"Myers, Tobias",607043,668964,,ball,,,,,11,Brandon Nimmo strikes out swinging.,F,L,R,MIL,NYM,B,,,1,0,2024,0.32,0.9,-0.96,3.6,,596019,,1,1,Top,,,,,,,-0.2728384154919289,-130.56866565966686,-1.4927183834726367,3.748262308064848,25.227986953028903,-21.75814793637612,3.71,1.84,,,,90.4,2262,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.98,,,,,,,,3,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,172,0.0,0.051,,,,-0.051,,0,0,0.481,0.519,25,31,26,31,1,0,5,1,,2,1.92,-0.32,0.32,60.1
200,FC,2024-10-03,90.0,-1.12,5.94,"Myers, Tobias",607043,668964,,ball,,,,,11,Brandon Nimmo strikes out swinging.,F,L,R,MIL,NYM,B,,,0,0,2024,0.19,1.28,-1.02,3.51,,596019,,1,1,Top,,,,,,,-0.1605508325609215,-131.11793375403892,-2.8183911035087297,2.1864964938323053,26.285319404150577,-17.007759527460646,3.65,1.9,,,,90.8,2231,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.92,,,,,,,,3,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,180,0.0,0.033,,,,-0.033,,0,0,0.481,0.519,25,31,26,31,1,0,5,1,,2,1.52,-0.19,0.19,60.7
207,FF,2024-10-03,95.1,-1.04,5.9,"Myers, Tobias",668901,668964,strikeout,called_strike,,,,,9,Mark Vientos called out on strikes.,F,R,R,MIL,NYM,S,2,,2,2,2024,-0.38,1.65,0.74,1.76,,596019,,0,1,Top,,,,,,,5.567845768010401,-138.25703022930404,-8.960488059190943,-6.153875189660149,30.344377049861823,-9.226587880044375,3.6,1.67,,,,95.8,2346,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.79,,0.0,0.0,1,0,0,,2,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Strategic,198,0.041,-0.395,,,,0.395,,0,0,0.44,0.56,25,24,26,25,1,0,5,1,,2,0.87,0.38,0.38,62.1
210,CH,2024-10-03,82.4,-1.19,5.79,"Myers, Tobias",668901,668964,,blocked_ball,,,,,14,Mark Vientos called out on strikes.,F,R,R,MIL,NYM,B,,,1,2,2024,-1.06,1.08,0.41,-1.52,,596019,,0,1,Top,,,,,,,5.74147542130511,-119.2987991618781,-12.184621023273936,-11.272414090023558,23.55736391844269,-19.62572227740303,3.67,1.68,,,,82.7,1831,6.8,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.65,,,,,,,,2,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,212,0.0,0.072,,,,-0.072,,0,0,0.44,0.56,25,24,26,25,1,0,5,1,,2,2.32,1.06,1.06,57.8
222,FF,2024-10-03,94.6,-1.02,5.96,"Myers, Tobias",668901,668964,,foul,,,,,5,Mark Vientos called out on strikes.,F,R,R,MIL,NYM,S,,,1,2,2024,-0.4,1.66,-0.02,2.9,,596019,,0,1,Top,,,,,,,3.5203244951932025,-137.70324211162375,-6.047917289151644,-5.873748872026789,30.48249537844522,-9.917564611762684,3.61,1.68,158,76.6,68,95.3,2266,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.81,,,,,,,,2,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,193,0.0,0.0,72.5,7.2,,0.0,88.0,0,0,0.44,0.56,25,24,26,25,1,0,5,1,,2,0.89,0.4,0.4,62.7
228,FF,2024-10-03,94.4,-1.12,5.91,"Myers, Tobias",668901,668964,,called_strike,,,,,9,Mark Vientos called out on strikes.,F,R,R,MIL,NYM,S,,,1,1,2024,-0.33,1.65,0.41,1.82,,596019,,0,1,Top,,,,,,,4.738986320246708,-137.19369550401424,-8.672382577990899,-5.1753754545041275,29.698650620068317,-9.622642788441915,3.6,1.73,,,,95.0,2220,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.83,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,198,0.0,-0.098,,,,0.098,,0,0,0.44,0.56,25,24,26,25,1,0,5,1,,2,0.91,0.33,0.33,61.5
240,SL,2024-10-03,88.5,-1.15,5.93,"Myers, Tobias",668901,668964,,blocked_ball,,,,,13,Mark Vientos called out on strikes.,F,R,R,MIL,NYM,B,,,0,1,2024,0.35,0.4,-0.04,0.2,,596019,,0,1,Top,,,,,,,1.9998758787627544,-128.62108838096216,-8.736769501260355,3.4207028166829256,27.235547048091306,-26.1540299799667,3.6,1.67,,,,88.8,2201,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.89,,,,,,,,2,2,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,170,0.0,0.049,,,,-0.049,,0,0,0.44,0.56,25,24,26,25,1,0,5,1,,2,2.53,-0.35,-0.35,61.4
251,SL,2024-10-03,88.0,-1.12,5.95,"Myers, Tobias",668901,668964,,swinging_strike,,,,,13,Mark Vientos called out on strikes.,F,R,R,MIL,NYM,S,,,0,0,2024,0.42,0.54,-0.17,0.99,,596019,,0,1,Top,,,,,,,1.4371425928803667,-128.08027334518562,-7.104723096853436,4.364752668445228,25.10068588842837,-25.019062210305368,3.61,1.68,,,,88.6,2125,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.93,,,,,,,,2,1,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,168,0.0,-0.047,76.4,8.5,,0.047,,0,0,0.44,0.56,25,24,26,25,1,0,5,1,,2,2.39,-0.42,-0.42,63.3
257,SL,2024-10-03,86.6,-0.87,5.9,"Myers, Tobias",596019,668964,double,hit_into_play,,,,,4,Francisco Lindor doubles (1) on a sharp line drive to center fielder Blake Perkins.,F,L,R,MIL,NYM,X,8,line_drive,1,2,2024,0.38,0.48,-0.47,2.3,,,,0,1,Top,150.95,71.9,,,,,0.1558701981391194,-126.26944995949208,-3.4549905477726,4.105942754822627,24.14560742343552,-26.545482382782403,3.31,1.51,248,100.9,14,87.2,1999,6.4,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.06,0.829,0.828,1.25,1,1,1,4,1,4,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,159,-0.06,0.683,70.5,7.4,1.073,-0.683,100.9,0,0,0.5,0.5,25,30,26,31,1,0,5,1,,2,2.53,-0.38,0.38,62.5
269,FF,2024-10-03,93.6,-0.84,5.84,"Myers, Tobias",596019,668964,,foul,,,,,5,Francisco Lindor doubles (1) on a sharp line drive to center fielder Blake Perkins.,F,L,R,MIL,NYM,S,,,1,1,2024,-0.55,1.75,0.05,2.62,,,,0,1,Top,,,,,,,3.534574892471444,-136.12672380883822,-6.424485326160193,-7.595090411652765,32.13053508112512,-9.263228723530757,3.31,1.51,198,74.5,56,93.9,2263,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.84,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,197,0.0,-0.051,70.4,7.1,,0.051,88.0,0,0,0.5,0.5,25,30,26,31,1,0,5,1,,2,0.87,0.55,-0.55,61.7
275,FC,2024-10-03,87.3,-0.95,5.8,"Myers, Tobias",596019,668964,,swinging_strike,,,,,14,Francisco Lindor doubles (1) on a sharp line drive to center fielder Blake Perkins.,F,L,R,MIL,NYM,S,,,1,0,2024,0.12,1.39,0.39,1.04,,,,0,1,Top,,,,,,,2.998498741089073,-126.90200151107187,-8.193586690751175,0.7147400098017436,25.76656200523996,-15.702793671074698,3.31,1.51,,,,87.9,2082,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.77,,,,,,,,1,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,188,0.0,-0.044,73.2,8.9,,0.044,,0,0,0.5,0.5,25,30,26,31,1,0,5,1,,2,1.61,-0.12,0.12,60.5
287,FF,2024-10-03,93.6,-0.91,5.88,"Myers, Tobias",596019,668964,,ball,,,,,11,Francisco Lindor doubles (1) on a sharp line drive to center fielder Blake Perkins.,F,L,R,MIL,NYM,B,,,0,0,2024,-0.42,1.82,-0.83,2.73,,,,0,1,Top,,,,,,,1.1384219089959668,-136.1720560957259,-6.415756124224253,-5.453407041849044,31.145144072588256,-8.383473512706605,3.3,1.5,,,,93.9,2293,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.9,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,198,0.0,0.034,,,,-0.034,,0,0,0.5,0.5,25,30,26,31,1,0,5,1,,2,0.79,0.42,-0.42,61.4
