,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
44,FF,2024-10-03,90.6,2.15,5.73,"Quintana, Jose",687401,500779,,foul,,,,,12,"Joey Ortiz grounds out, third baseman Mark Vientos to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,,,1,1,2024,0.5,1.26,0.34,3.71,,,,0,5,Bot,,,,,,,-5.628719519488845,-131.95433452480728,-1.8105516853865675,6.992600344351468,27.647007618051603,-17.31191496434534,3.35,1.48,245,73.0,44,91.2,2117,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.91,,,,,,,,35,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,149,0.0,-0.051,70.9,7.1,,0.051,88.0,0,0,0.565,0.565,35,25,35,26,2,1,5,1,6,,1.51,0.5,-0.5,45.5
47,CH,2024-10-03,84.2,2.34,5.81,"Quintana, Jose",687401,500779,,ball,,,,,12,"Joey Ortiz grounds out, third baseman Mark Vientos to first baseman Pete Alonso.",F,R,L,MIL,NYM,B,,,0,1,2024,0.71,0.9,1.86,3.5,,,,0,5,Bot,,,,,,,-2.5056364085282974,-122.65420417712276,-0.7673678911636695,7.617898280890998,25.39161902587478,-23.150797893684423,3.34,1.47,,,,83.7,1310,6.0,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.49,,,,,,,,35,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,127,0.0,0.023,,,,-0.023,,0,0,0.565,0.565,35,25,35,26,2,1,5,1,6,,2.32,0.71,-0.71,43.1
48,CU,2024-10-03,77.4,2.19,5.77,"Quintana, Jose",687401,500779,,swinging_strike,,,,,14,"Joey Ortiz grounds out, third baseman Mark Vientos to first baseman Pete Alonso.",F,R,L,MIL,NYM,S,,,0,0,2024,-0.51,-0.72,0.33,0.93,,,,0,5,Bot,,,,,,,-3.0605901477478,-112.7186068370307,-2.0848907111408206,-3.818966991607616,20.349118909963735,-38.18629803716475,3.35,1.48,,,,77.8,2260,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.0,,,,,,,,35,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,311,0.0,-0.033,70.9,9.2,,0.033,,0,0,0.565,0.565,35,25,35,26,2,1,5,1,6,,4.52,-0.51,0.51,44.2
29,SL,2024-10-03,86.9,-0.95,5.96,"Myers, Tobias",682626,668964,field_out,hit_into_play,,,,,6,Francisco Alvarez pops out to first baseman Rhys Hoskins.,F,R,R,MIL,NYM,X,3,popup,0,2,2024,0.32,0.23,0.78,2.2,,,608385,2,5,Top,148.6,172.99,,,,,3.4831921441383904,-126.62898180685282,-3.368662699172686,2.824688085356334,23.598958604793143,-29.27466231030162,3.27,1.52,90,75.0,71,87.6,2175,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.04,0.001,0.0,0.0,1,0,0,3,34,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,142,0.031,-0.143,81.1,7.9,0.001,0.143,88.0,0,0,0.534,0.466,25,22,26,23,2,1,5,1,,2,2.76,-0.32,-0.32,62.4
30,SL,2024-10-03,84.6,-1.03,5.98,"Myers, Tobias",682626,668964,,foul,,,,,12,Francisco Alvarez pops out to first baseman Rhys Hoskins.,F,R,R,MIL,NYM,S,,,0,2,2024,0.4,0.04,1.05,2.87,,,608385,2,5,Top,,,,,,,4.077289658379368,-123.1638931101733,-0.946072351315878,3.206794229765123,25.051744018177576,-31.84436843762734,3.27,1.52,197,66.9,56,84.9,2056,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.0,,,,,,,,34,3,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,119,0.0,0.0,66.4,7.8,,0.0,88.0,0,0,0.534,0.466,25,22,26,23,2,1,5,1,,2,3.15,-0.4,-0.4,61.0
32,FF,2024-10-03,94.9,-0.91,5.92,"Myers, Tobias",682626,668964,,foul,,,,,12,Francisco Alvarez pops out to first baseman Rhys Hoskins.,F,R,R,MIL,NYM,S,,,0,1,2024,-0.38,1.65,0.5,3.66,,,608385,2,5,Top,,,,,,,4.57031407207808,-138.03504924241585,-3.927538753428845,-5.9402046415959635,31.907773076096724,-10.5010615674725,3.27,1.52,107,90.8,89,95.3,2280,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.89,,,,,,,,34,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,193,0.0,-0.046,75.7,7.5,,0.046,90.8,0,0,0.534,0.466,25,22,26,23,2,1,5,1,,2,0.9,0.38,0.38,62.8
34,FF,2024-10-03,94.2,-1.05,5.92,"Myers, Tobias",682626,668964,,foul,,,,,5,Francisco Alvarez pops out to first baseman Rhys Hoskins.,F,R,R,MIL,NYM,S,,,0,0,2024,-0.46,1.7,-0.25,2.2,,,608385,2,5,Top,,,,,,,3.1222574035580277,-136.923243995813,-7.752023985742565,-6.545260621774575,31.44334492472973,-9.281589352152414,3.27,1.52,199,80.7,66,94.7,2281,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.77,,,,,,,,34,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,195,0.0,-0.039,74.8,7.9,,0.039,88.0,0,0,0.534,0.466,25,22,26,23,2,1,5,1,,2,0.88,0.46,0.46,61.1
36,FF,2024-10-03,95.7,-0.95,5.84,"Myers, Tobias",621438,668964,strikeout,called_strike,,,,,6,Tyrone Taylor called out on strikes.,F,R,R,MIL,NYM,S,2,,0,2,2024,-0.47,1.71,0.57,2.1,,,608385,1,5,Top,,,,,,,5.08646057483017,-139.01496517503966,-8.110894548913086,-7.323462481641598,32.85883371437726,-8.367977781982761,3.29,1.55,,,,96.0,2305,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.82,,0.0,0.0,1,0,0,,33,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,206,0.037,-0.188,,,,0.188,,0,0,0.497,0.503,25,30,26,30,2,1,5,1,,2,0.8,0.47,0.47,61.8
39,SL,2024-10-03,86.1,-0.91,6.0,"Myers, Tobias",621438,668964,,swinging_strike,,,,,2,Tyrone Taylor called out on strikes.,F,R,R,MIL,NYM,S,,,0,1,2024,0.36,0.25,-0.15,3.33,,,608385,1,5,Top,,,,,,,1.0801999677611889,-125.48930678709276,-0.6227692903927824,3.630173741661911,25.59652275486149,-29.61373127739205,3.36,1.62,,,,86.4,2055,6.4,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.06,,,,,,,,33,2,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,153,0.0,-0.061,69.1,6.5,,0.061,,0,0,0.497,0.503,25,30,26,30,2,1,5,1,,2,2.82,-0.36,-0.36,61.3
41,SL,2024-10-03,85.3,-1.0,5.85,"Myers, Tobias",621438,668964,,called_strike,,,,,8,Tyrone Taylor called out on strikes.,F,R,R,MIL,NYM,S,,,0,0,2024,0.23,0.41,0.23,2.01,,,608385,1,5,Top,,,,,,,2.437281772228919,-124.31664926807775,-3.612979134310917,1.943897096338444,23.707929186778134,-27.469455435033932,3.29,1.49,,,,86.1,2197,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.9,,,,,,,,33,1,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,154,0.0,-0.047,,,,0.047,,0,0,0.497,0.503,25,30,26,30,2,1,5,1,,2,2.71,-0.23,-0.23,62.6
43,FF,2024-10-03,94.9,-0.95,5.89,"Myers, Tobias",516782,668964,strikeout,called_strike,,,,,9,Starling Marte called out on strikes.,F,R,R,MIL,NYM,S,2,,0,2,2024,-0.57,1.66,0.52,1.77,,,608385,0,5,Top,,,,,,,5.1592213362278185,-137.77518394120372,-8.816133576540809,-8.481711516568387,32.8583254487142,-9.199771998901014,3.52,1.59,,,,94.9,2298,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.92,,0.0,0.0,1,0,0,,32,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,203,0.044,-0.225,,,,0.225,,0,0,0.453,0.547,25,35,26,36,2,1,5,1,,2,0.89,0.57,0.57,60.2
45,SL,2024-10-03,86.6,-0.94,5.93,"Myers, Tobias",516782,668964,,called_strike,,,,,8,Starling Marte called out on strikes.,F,R,R,MIL,NYM,S,,,0,1,2024,0.33,0.06,0.09,1.75,,,608385,0,5,Top,,,,,,,1.787878911181287,-126.01225032711513,-3.873239643198149,3.088242477004617,27.19976910896665,-30.9736868687553,3.52,1.59,,,,86.7,2126,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.99,,,,,,,,32,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,134,0.0,-0.073,,,,0.073,,0,0,0.453,0.547,25,35,26,36,2,1,5,1,,2,3.0,-0.33,-0.33,64.5
46,SL,2024-10-03,84.8,-0.96,5.92,"Myers, Tobias",516782,668964,,swinging_strike,,,,,3,Starling Marte called out on strikes.,F,R,R,MIL,NYM,S,,,0,0,2024,0.74,0.13,0.6,3.18,,,608385,0,5,Top,,,,,,,2.169782811011182,-123.5626732231284,-0.328017618816653,7.128969559486536,25.749321232811845,-31.03512547247299,3.53,1.6,,,,85.2,2140,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.89,,,,,,,,32,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,120,0.0,-0.063,71.8,6.4,,0.063,,0,0,0.453,0.547,25,35,26,36,2,1,5,1,,2,3.05,-0.74,-0.74,60.8
49,FF,2024-10-03,94.9,-0.86,5.89,"Myers, Tobias",608385,668964,hit_by_pitch,hit_by_pitch,,,,,12,Jesse Winker hit by pitch.,F,L,R,MIL,NYM,B,,,1,2,2024,-0.41,1.76,1.46,3.05,,,,0,5,Top,,,,,,,6.991661592792873,-137.81019012518428,-5.6605554433799625,-6.880116327149601,33.88440380226307,-8.726125327274202,3.4,1.58,,,,94.7,2342,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.99,,0.720192,0.7,1,0,0,,31,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,198,-0.047,0.465,,,,-0.465,,0,0,0.5,0.5,25,30,26,31,2,1,5,1,,2,0.8,0.41,-0.41,60.5
51,FF,2024-10-03,95.5,-1.0,5.9,"Myers, Tobias",608385,668964,,foul_tip,,,,,2,Jesse Winker hit by pitch.,F,L,R,MIL,NYM,S,,,1,1,2024,-0.22,1.67,-0.24,3.08,,,,0,5,Top,,,,,,,2.5119812683275193,-138.90717016171968,-5.546096014658081,-3.442370216710714,34.031943559277224,-9.52996612631631,3.4,1.58,,,,95.6,2317,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.93,,,,,,,,31,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,195,0.0,-0.051,70.5,6.6,,0.051,,0,0,0.5,0.5,25,30,26,31,2,1,5,1,,2,0.85,0.22,-0.22,62.8
52,FF,2024-10-03,95.3,-0.93,5.9,"Myers, Tobias",608385,668964,,ball,,,,,12,Jesse Winker hit by pitch.,F,L,R,MIL,NYM,B,,,0,1,2024,-0.52,1.64,0.47,4.06,,,,0,5,Top,,,,,,,4.884417825343169,-138.58991255250152,-2.8087589999518854,-7.866296485104983,34.7683080934196,-10.767631922243924,3.51,1.63,,,,95.1,2322,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.99,,,,,,,,31,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,199,0.0,0.023,,,,-0.023,,0,0,0.5,0.5,25,30,26,31,2,1,5,1,,2,0.9,0.52,-0.52,60.4
55,FF,2024-10-03,95.0,-0.96,5.89,"Myers, Tobias",608385,668964,,swinging_strike,,,,,2,Jesse Winker hit by pitch.,F,L,R,MIL,NYM,S,,,0,0,2024,-0.58,1.75,0.06,3.18,,,,0,5,Top,,,,,,,3.9591702560688793,-138.10264871472623,-5.313502048411923,-8.299418034865571,33.7279564855517,-8.899726831809051,3.4,1.58,,,,94.9,2318,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.97,,,,,,,,31,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,201,0.0,-0.033,68.6,6.2,,0.033,,0,0,0.5,0.5,25,30,26,31,2,1,5,1,,2,0.8,0.58,-0.58,60.4
50,SI,2024-10-03,89.7,2.19,5.6,"Quintana, Jose",686217,500779,field_out,hit_into_play,,,,,1,"Sal Frelick grounds out, pitcher Jose Quintana to first baseman Pete Alonso.",F,L,L,MIL,NYM,X,1,ground_ball,0,1,2024,1.34,0.83,-0.39,3.12,642715,,,2,4,Bot,119.65,183.68,,,,,-9.245576613423504,-130.36428255937108,-1.8998360386917308,17.169943397884825,27.168746472142303,-22.5575958674146,3.02,1.41,2,65.2,-53,90.1,2118,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.9,0.263,0.28,0.0,1,0,0,2,30,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,158,-0.047,-0.29,60.2,6.0,0.271,0.29,88.0,0,0,0.547,0.547,35,24,35,24,2,1,5,1,6,,2.01,1.34,1.34,43.4
53,SI,2024-10-03,90.6,2.2,5.58,"Quintana, Jose",686217,500779,,foul,,,,,2,"Sal Frelick grounds out, pitcher Jose Quintana to first baseman Pete Alonso.",F,L,L,MIL,NYM,S,,,0,0,2024,1.26,1.02,-0.17,2.65,642715,,,2,4,Bot,,,,,,,-8.661186305260888,-131.5786302161565,-3.5414184909774793,16.484520512437943,28.857099663908052,-19.743591457546383,3.02,1.41,282,88.6,44,91.0,2007,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.77,,,,,,,,30,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,153,0.0,-0.047,71.0,6.7,,0.047,88.6,0,0,0.547,0.547,35,24,35,24,2,1,5,1,6,,1.77,1.26,1.26,40.3
54,CH,2024-10-03,85.2,2.29,5.6,"Quintana, Jose",656555,500779,field_out,hit_into_play,,,,,14,"Rhys Hoskins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Willy Adames to 3rd.",F,R,L,MIL,NYM,X,6,ground_ball,2,0,2024,1.33,0.21,0.97,1.01,,642715,,1,4,Bot,109.5,157.73,,,,,-5.804487071099255,-123.94264109615088,-4.92077793470056,14.84688151054823,24.25202105892141,-29.22578669057586,3.5,1.61,4,90.7,-12,85.6,1395,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.01,0.14,0.125,0.0,1,0,0,2,29,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,120,-0.036,-0.401,68.5,8.8,0.14,0.401,90.7,0,0,0.583,0.583,35,31,35,31,2,1,5,1,6,,2.93,1.33,-1.33,39.1
57,SI,2024-10-03,91.8,2.23,5.53,"Quintana, Jose",656555,500779,,ball,,,,,13,"Rhys Hoskins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Willy Adames to 3rd.",F,R,L,MIL,NYM,B,,,1,0,2024,1.27,1.01,-0.83,1.19,,,642715,1,4,Bot,,,,,,,-10.511841243985334,-133.08206565177107,-7.288183580599781,17.354151278326437,29.614468979833145,-18.639440117066034,3.62,1.6,,,,91.8,2164,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.9,,,,,,,,29,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,149,0.021,0.066,,,,-0.066,,0,0,0.562,0.562,35,31,35,31,2,1,5,1,6,,1.72,1.27,-1.27,39.1
58,SI,2024-10-03,91.0,2.14,5.61,"Quintana, Jose",656555,500779,,ball,,,,,13,"Rhys Hoskins grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Willy Adames to 3rd.",F,R,L,MIL,NYM,B,,,0,0,2024,1.23,0.92,-1.23,1.43,,,642715,1,4,Bot,,,,,,,-11.134085169576494,-131.92764819020664,-6.53371399086078,16.83649496333106,29.10287109371501,-20.17919822544723,3.68,1.66,,,,91.2,2030,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.83,,,,,,,,29,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,153,0.0,0.043,,,,-0.043,,0,0,0.562,0.562,35,31,35,31,2,1,5,1,6,,1.87,1.23,-1.23,45.4
60,CH,2024-10-03,85.6,2.19,5.72,"Quintana, Jose",596142,500779,field_out,hit_into_play,,,,,9,Gary Sánchez lines out to left fielder Brandon Nimmo.,F,R,L,MIL,NYM,X,7,line_drive,0,0,2024,1.31,0.31,0.58,1.87,,,642715,0,4,Bot,70.64,94.8,,,,,-6.42390967697521,-124.5153536363799,-3.400093765766342,14.950080971949983,26.323931870068105,-28.433091827484613,3.36,1.58,292,90.1,22,85.2,1359,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.31,0.203,0.217,0.0,1,0,0,3,28,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,122,-0.04,-0.369,76.8,7.8,0.328,0.369,90.1,0,0,0.602,0.602,35,31,35,32,2,1,5,1,6,,2.81,1.31,-1.31,44.3
62,CH,2024-10-03,84.8,2.21,5.66,"Quintana, Jose",642715,500779,single,hit_into_play,,,,,14,Willy Adames singles on a soft ground ball to third baseman Mark Vientos.,F,R,L,MIL,NYM,X,5,ground_ball,1,2,2024,1.06,0.1,0.88,1.37,,,,0,4,Bot,102.3,165.25,,,,,-5.2674729316890625,-123.37283119551464,-3.900262023831326,11.833469942170256,25.155330918043113,-30.517617509272785,3.43,1.7,1,43.3,-48,85.4,1245,6.8,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.73,0.269,0.265,0.9,1,1,0,1,27,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,124,0.043,0.463,59.4,8.5,0.278,-0.463,88.0,0,0,0.559,0.559,35,28,35,29,2,1,5,1,6,,3.07,1.06,-1.06,43.2
65,CH,2024-10-03,85.3,2.24,5.63,"Quintana, Jose",642715,500779,,ball,,,,,14,Willy Adames singles on a soft ground ball to third baseman Mark Vientos.,F,R,L,MIL,NYM,B,,,0,2,2024,1.22,0.27,1.23,0.92,,,,0,4,Bot,,,,,,,-4.848307352481491,-124.05295978983608,-5.351241177894966,13.59506909112376,24.70126624881009,-28.49952147525683,3.36,1.69,,,,85.6,1286,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.98,,,,,,,,27,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,118,0.0,0.021,,,,-0.021,,0,0,0.559,0.559,35,28,35,29,2,1,5,1,6,,2.86,1.22,-1.22,42.0
67,FF,2024-10-03,90.1,2.12,5.7,"Quintana, Jose",642715,500779,,foul,,,,,11,Willy Adames singles on a soft ground ball to third baseman Mark Vientos.,F,R,L,MIL,NYM,S,,,0,1,2024,0.13,1.29,-0.84,3.16,,,,0,4,Bot,,,,,,,-7.65196655064801,-130.97220328243398,-3.0632492142589705,3.2069998474222245,29.779111404633767,-16.921993739161387,3.43,1.7,240,97.6,18,90.2,2096,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.93,,,,,,,,27,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,152,0.0,-0.049,69.7,7.8,,0.049,97.6,0,0,0.559,0.559,35,28,35,29,2,1,5,1,6,,1.54,0.13,-0.13,44.3
69,FF,2024-10-03,91.1,2.08,5.75,"Quintana, Jose",642715,500779,,foul,,,,,11,Willy Adames singles on a soft ground ball to third baseman Mark Vientos.,F,R,L,MIL,NYM,S,,,0,0,2024,0.36,1.48,-0.44,3.78,,,,0,4,Bot,,,,,,,-7.12957354298393,-132.51038916513988,-2.2261581189405457,5.797593862872392,29.56057335158829,-14.513509750630156,3.43,1.7,157,78.7,13,91.5,2235,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.84,,,,,,,,27,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,158,0.0,-0.033,,,,0.033,88.0,0,0,0.559,0.559,35,28,35,29,2,1,5,1,6,,1.28,0.36,-0.36,45.8
56,SL,2024-10-03,87.4,-1.08,5.87,"Myers, Tobias",578428,668964,field_out,hit_into_play,,,,,14,"Jose Iglesias grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",F,R,R,MIL,NYM,X,6,ground_ball,0,1,2024,0.31,0.34,0.94,2.09,,,,2,4,Top,113.05,159.76,,,,,4.24671968251867,-127.22317965201717,-3.701926356535946,2.5099390814056357,24.85581865152249,-27.917035050011307,3.19,1.43,4,79.3,-27,87.9,2104,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.05,0.034,0.054,0.0,1,0,0,2,26,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,163,0.013,-0.083,71.5,7.1,0.036,0.083,88.0,0,0,0.546,0.454,25,34,26,34,2,1,5,1,,2,2.63,-0.31,-0.31,61.1
59,FF,2024-10-03,94.8,-0.88,5.86,"Myers, Tobias",578428,668964,,called_strike,,,,,12,"Jose Iglesias grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",F,R,R,MIL,NYM,S,,,0,0,2024,-0.47,1.71,0.96,2.98,,,,2,4,Top,,,,,,,5.885281849346733,-137.85108596542176,-5.67764465884255,-7.328363606594723,33.031625342194985,-9.328699515755444,3.1,1.31,,,,94.9,2325,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.92,,,,,,,,26,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,198,0.0,-0.016,,,,0.016,,0,0,0.546,0.454,25,34,26,34,2,1,5,1,,2,0.85,0.47,0.47,61.0
61,SL,2024-10-03,84.1,-0.94,5.85,"Myers, Tobias",624413,668964,field_out,hit_into_play,,,,,13,Pete Alonso pops out to third baseman Joey Ortiz in foul territory.,F,R,R,MIL,NYM,X,5,popup,2,0,2024,0.43,0.49,-0.03,1.33,,,,1,4,Top,65.82,156.2,,,,,1.2836206067627631,-122.49613604406568,-5.118808426731183,4.061571333533094,23.051684392804805,-26.504885687746768,3.43,1.61,193,91.3,62,84.7,2100,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.96,0.011,0.015,0.0,1,0,0,3,25,3,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,166,0.019,-0.232,72.0,8.4,0.021,0.232,91.3,0,0,0.527,0.473,25,29,26,30,2,1,5,1,,2,2.72,-0.43,-0.43,63.2
63,SL,2024-10-03,86.1,-1.02,5.96,"Myers, Tobias",624413,668964,,ball,,,,,11,Pete Alonso pops out to third baseman Joey Ortiz in foul territory.,F,R,R,MIL,NYM,B,,,1,0,2024,0.31,0.35,-1.17,3.27,,,,1,4,Top,,,,,,,-0.991857815388818,-125.49248693105268,-0.8781720022714864,3.43863520209754,25.890116338390733,-28.483486369446048,3.42,1.54,,,,86.2,2055,6.3,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.16,,,,,,,,25,2,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,164,0.0,0.046,,,,-0.046,,0,0,0.527,0.473,25,29,26,30,2,1,5,1,,2,2.72,-0.31,-0.31,60.1
64,FF,2024-10-03,93.2,-0.85,5.99,"Myers, Tobias",624413,668964,,ball,,,,,11,Pete Alonso pops out to third baseman Joey Ortiz in foul territory.,F,R,R,MIL,NYM,B,,,0,0,2024,-0.3,1.67,-0.86,4.37,,,,1,4,Top,,,,,,,0.6297165551784276,-135.66505162046863,-1.9994873076578237,-3.7692495419685543,32.68252888284979,-11.51361865172328,3.48,1.54,,,,93.3,2305,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.91,,,,,,,,25,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,193,0.0,0.025,,,,-0.025,,0,0,0.527,0.473,25,29,26,30,2,1,5,1,,2,0.98,0.3,0.3,61.3
66,FF,2024-10-03,93.2,-0.85,5.88,"Myers, Tobias",607043,668964,field_out,hit_into_play,,,,,3,Brandon Nimmo flies out to second baseman Brice Turang.,F,L,R,MIL,NYM,X,4,fly_ball,0,2,2024,-0.17,1.75,0.72,3.3,,,,0,4,Top,164.02,134.11,,,,,4.424404055598749,-135.59979459230226,-4.672295547525442,-3.176660614643867,31.884306019276227,-9.822210778981242,3.47,1.73,190,73.4,55,93.3,2256,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.98,0.086,0.096,0.0,1,0,0,3,24,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,195,0.027,-0.146,84.0,7.1,0.12,0.146,88.0,0,0,0.5,0.5,25,31,26,31,2,1,5,1,,2,0.89,0.17,-0.17,61.2
68,CH,2024-10-03,79.3,-1.0,5.85,"Myers, Tobias",607043,668964,,called_strike,,,,,2,Brandon Nimmo flies out to second baseman Brice Turang.,F,L,R,MIL,NYM,S,,,0,1,2024,-0.9,1.2,0.17,3.12,,,,0,4,Top,,,,,,,4.255890182441717,-115.38560349065516,-1.4007760708543713,-8.815982238824075,22.501817336128955,-21.434443920471836,3.65,1.78,,,,79.6,1842,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.87,,,,,,,,24,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,213,0.0,-0.049,,,,0.049,,0,0,0.5,0.5,25,31,26,31,2,1,5,1,,2,2.44,0.9,-0.9,58.5
70,FF,2024-10-03,94.2,-0.94,5.94,"Myers, Tobias",607043,668964,,swinging_strike,,,,,11,Brandon Nimmo flies out to second baseman Brice Turang.,F,L,R,MIL,NYM,S,,,0,0,2024,-0.32,1.79,-0.43,3.79,,,,0,4,Top,,,,,,,2.04592643410014,-137.07642601175675,-3.831039958406548,-4.526070535158177,32.44195937040271,-9.002898411743743,3.47,1.73,,,,94.4,2330,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.96,,,,,,,,24,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,199,0.0,-0.033,73.9,6.4,,0.033,,0,0,0.5,0.5,25,31,26,31,2,1,5,1,,2,0.79,0.32,-0.32,61.4
